timestamp,home_team_name,away_team_name,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,home_team_result
1403204400,Uruguay,England,2.0,0.0,0.0,1.5,0.33,2,1,3,1,1,0,"39,85",75,7,6,1,0,1,0,1,0,0,1,10,13,6,8,4,5,17,13,36,64,3.5,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403215200,Japan,Greece,2.0,0.0,0.0,0.33,1.25,0,0,0,0,0,0,,,5,7,1,0,3,1,1,0,2,2,13,11,6,7,7,4,24,17,69,31,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403280000,Italy,Costa Rica,2.0,3.0,3.0,1.0,1.8,0,1,1,1,0,1,,44,4,5,1,0,1,0,0,1,0,1,9,11,4,6,5,5,10,23,58,42,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403290800,Switzerland,France,2.0,3.0,3.0,1.5,2.0,2,5,7,3,0,3,"81,87","17,18,40,67,73",5,3,0,0,1,0,0,0,0,1,15,15,4,7,11,8,11,15,59,41,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403301600,Honduras,Ecuador,2.0,0.0,0.0,0.0,1.33,1,2,3,2,1,1,31,"34,65",4,12,2,0,3,0,2,0,0,3,9,8,4,3,5,5,12,11,38,62,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403366400,Argentina,Iran,2.0,3.0,1.0,2.29,0.33,1,0,1,0,0,0,90'1,,10,6,0,0,2,0,0,0,0,2,18,8,6,4,12,4,7,14,75,25,1.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403377200,Germany,Ghana,2.0,3.0,0.0,2.71,0.33,2,2,4,0,0,0,"51,71","54,63",7,3,0,0,1,0,0,0,0,1,10,14,3,6,7,8,11,17,60,40,3.5,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403388000,Nigeria,Bosnia-Herzegovina,2.0,1.0,0.0,1.0,1.0,1,0,1,1,1,0,29,,4,4,1,0,1,0,0,1,1,0,18,16,11,7,7,9,9,7,42,58,1.5,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403452800,Belgium,Russia,2.0,3.0,1.0,2.4,0.67,1,0,1,0,0,0,88,,5,8,2,0,1,0,0,2,1,0,7,10,4,4,3,6,13,7,53,47,2.5,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403463600,South Korea,Algeria,2.0,1.0,0.0,0.33,1.0,2,4,6,3,0,3,"50,72","26,28,38,62",7,5,2,0,1,0,0,2,0,1,9,12,4,3,5,9,13,16,53,47,2.5,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403474400,USMNT,Portugal,2.0,3.0,0.0,1.0,1.33,2,2,4,1,0,1,"64,81","5,90'5",6,4,1,0,0,0,0,1,0,0,12,17,7,6,5,11,10,13,48,52,3.5,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403539200,Australia,Spain,3.0,0.0,0.0,0.0,1.0,0,3,3,1,0,1,,"36,69,82",2,6,2,0,1,0,0,2,0,1,5,7,0,5,5,2,14,9,51,49,4.25,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403539200,Netherlands,Chile,3.0,3.0,3.0,2.43,1.75,2,0,2,0,0,0,"77,90'2",,2,7,1,0,1,0,0,1,1,0,9,11,4,3,5,8,25,14,38,62,4.25,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403553600,Cameroon,Brazil,3.0,0.0,2.0,0.0,1.57,1,4,5,3,1,2,26,"17,34,49,84",6,7,3,0,0,0,1,2,0,0,9,13,0,9,9,4,14,18,48,52,2.25,10.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403553600,Croatia,Mexico,3.0,1.5,2.0,1.0,1.75,1,3,4,0,0,0,87,"72,75,82",7,9,1,1,2,0,1,1,1,1,9,10,4,3,5,7,17,11,53,47,2.25,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403625600,Costa Rica,England,3.0,3.0,0.0,1.8,0.33,0,0,0,0,0,0,,,3,7,1,0,2,0,0,1,0,2,4,9,3,4,1,5,17,14,44,56,2.75,13.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403625600,Italy,Uruguay,3.0,1.5,1.5,1.0,1.5,0,1,1,0,0,0,,81,3,3,2,1,2,0,1,2,0,2,8,12,4,5,4,7,19,19,54,46,2.75,9.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403640000,Japan,Colombia,3.0,0.5,3.0,0.33,2.4,1,4,5,2,1,1,45'1,"17,55,82,89",9,2,1,0,1,0,1,0,0,1,20,16,9,10,11,6,8,18,58,42,2.25,9.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403640000,Greece,Ivory Coast,3.0,0.5,1.5,1.25,1.0,2,1,3,1,1,0,"42,90'3",74,4,7,0,0,3,0,0,0,1,2,11,9,3,4,8,5,9,21,50,50,2.25,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403712000,Nigeria,Argentina,3.0,2.0,3.0,1.0,2.29,2,3,5,3,1,2,"4,47","3,45'1,50",4,12,2,0,0,0,0,2,0,0,7,16,3,11,4,5,16,6,46,54,1.25,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403712000,Bosnia-Herzegovina,Iran,3.0,0.0,0.5,1.0,0.33,3,1,4,1,1,0,"23,59,83",82,6,5,1,0,1,0,0,1,0,1,8,5,4,3,4,2,18,16,59,41,1.25,9.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403726400,Honduras,Switzerland,3.0,0.0,1.5,0.0,1.5,0,3,3,2,0,2,,"6,31,71",8,1,1,0,0,0,0,1,0,0,18,13,9,9,9,4,18,16,64,36,4.0,8.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403726400,Ecuador,France,3.0,1.5,3.0,1.33,2.0,0,0,0,0,0,0,,,1,7,1,1,0,0,0,2,0,0,8,17,4,10,4,7,15,6,33,67,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403798400,Portugal,Ghana,3.0,0.5,0.5,1.33,0.33,2,1,3,1,1,0,"30,80",57,7,4,1,0,3,0,0,1,1,2,17,15,8,4,9,11,20,15,56,44,3.75,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1403798400,USMNT,Germany,3.0,2.0,2.0,1.0,2.71,0,1,1,0,0,0,,55,2,3,2,0,1,0,1,1,1,0,5,10,2,6,3,4,15,10,37,63,3.75,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403812800,Algeria,Russia,3.0,1.5,0.5,1.0,0.67,1,1,2,1,0,1,60,6,3,4,3,0,2,0,1,2,0,2,9,10,7,5,2,5,16,13,43,57,3.0,9.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403812800,South Korea,Belgium,3.0,0.5,3.0,0.33,2.4,0,1,1,0,0,0,,77,7,4,1,0,1,1,1,0,1,1,16,13,7,8,9,5,16,11,54,46,3.0,11.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1403971200,Brazil,Chile,,2.33,2.0,1.57,1.75,1,1,2,2,1,1,18,32,9,5,4,0,3,0,0,4,2,1,20,10,8,4,12,6,28,21,54,46,2.84,9.67,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1403985600,Colombia,Uruguay,,3.0,2.0,2.4,1.5,2,0,2,1,1,0,"28,50",,3,5,1,0,2,0,0,1,0,2,9,16,6,8,3,8,18,17,51,49,3.17,8.67,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404057600,Netherlands,Mexico,,3.0,2.33,2.43,1.75,2,1,3,0,0,0,"88,90'4",48,10,2,0,0,3,0,0,0,0,3,12,12,5,6,7,6,6,11,58,42,3.0,6.34,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404072000,Costa Rica,Greece,,2.33,1.33,1.8,1.25,1,1,2,0,0,0,52,90'1,3,11,5,1,2,0,1,5,1,1,6,22,2,9,4,13,22,16,47,53,1.84,9.67,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1404144000,France,Nigeria,,2.33,1.33,2.0,1.0,2,0,2,0,0,0,"79,90'2",,12,9,1,0,0,0,0,1,0,0,12,5,6,3,6,2,12,12,52,48,2.67,11.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404158400,Germany,Algeria,,2.33,1.33,2.71,1.0,2,1,3,0,0,0,"92,119",120'1,10,4,1,0,1,0,0,1,1,0,24,11,15,4,9,7,12,22,60,40,3.34,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404230400,Argentina,Switzerland,,3.0,2.0,2.29,1.5,1,0,1,0,0,0,118,,13,5,3,0,2,0,0,3,1,1,21,12,10,5,11,7,20,28,60,40,3.67,12.67,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404244800,Belgium,USMNT,,3.0,1.33,2.4,1.0,2,1,3,0,0,0,"93,105",107,19,4,1,0,1,0,1,0,1,0,33,13,19,6,14,7,26,11,49,51,2.17,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404489600,France,Germany,,2.5,2.5,2.0,2.71,0,1,1,1,0,1,,12,5,3,0,0,2,0,0,0,0,2,13,6,8,4,5,2,15,18,50,50,3.0,13.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1404504000,Brazil,Colombia,,2.0,3.0,1.57,2.4,2,1,3,1,1,0,"7,68",80,4,6,2,0,2,0,0,2,0,2,12,9,5,4,7,5,27,22,45,55,3.0,10.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404576000,Argentina,Belgium,,3.0,3.0,2.29,2.4,1,0,1,1,1,0,8,,3,4,1,0,2,0,0,1,0,2,5,11,2,3,3,8,11,13,47,53,2.25,18.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1404590400,Netherlands,Costa Rica,,3.0,2.0,2.43,1.8,0,0,0,0,0,0,,,11,1,2,0,4,0,0,2,1,3,12,5,9,2,3,3,15,14,72,28,2.88,8.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1404849600,Brazil,Germany,,2.2,2.6,1.57,2.71,1,7,8,5,0,5,90,"11,23,24,26,29,69,79",7,5,1,0,0,0,0,1,0,0,14,7,9,4,5,3,11,11,56,44,2.7,11.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1404936000,Netherlands,Argentina,,2.6,3.0,2.43,2.29,0,0,0,0,0,0,,,4,4,2,0,1,0,1,1,0,1,7,8,3,5,4,3,16,9,52,48,2.7,13.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
1405195200,Brazil,Netherlands,,1.83,2.33,1.57,2.43,0,3,3,2,0,2,,"3,16,90'1",4,1,3,0,2,0,1,2,2,0,10,6,3,3,7,3,14,20,56,44,3.17,11.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
1405278000,Germany,Argentina,,2.67,2.67,2.71,2.29,1,0,1,0,0,0,113,,5,3,2,0,2,0,2,0,0,2,8,9,6,0,2,9,21,15,60,40,2.67,12.66,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W
1528988400,Russia,Saudi Arabia,1.0,0.0,0.0,1.6,1.0,5,0,5,2,2,0,"12,43,71,90'1,90'4",,6,2,1,0,1,0,0,1,0,1,11,4,8,0,3,4,22,10,38,62,0.0,0.0,0.0,1.5,4.3,8.25,1.44,2.35,4.55,10.0,2.55,1.44,W
1529064000,Egypt,Uruguay,1.0,0.0,0.0,0.0,2.4,0,1,1,0,0,0,,89,0,5,2,0,0,0,0,2,0,0,7,12,4,6,3,6,12,6,41,59,0.0,0.0,0.0,8.5,4.1,1.53,1.37,2.15,3.95,7.5,2.2,1.59,L
1529074800,Morocco,Iran,1.0,0.0,0.0,0.33,1.33,0,1,1,0,0,0,,90'5,5,2,1,0,3,0,1,0,1,2,10,9,4,3,6,6,22,14,67,33,0.0,0.0,0.0,2.35,3.0,3.75,1.62,2.95,6.15,15.0,2.25,1.56,L
1529085600,Portugal,Spain,1.0,0.0,0.0,1.25,1.5,3,3,6,3,2,1,"4,44,88","24,55,58",4,5,1,0,1,0,1,0,1,0,7,12,4,7,3,5,12,10,33,67,0.0,0.0,0.0,4.15,3.3,2.1,1.44,2.35,4.55,9.0,2.05,1.67,D
1529143200,France,Australia,1.0,0.0,0.0,2.71,0.33,2,1,3,0,0,0,"58,80",62,5,1,1,0,3,0,0,1,1,2,11,5,6,2,5,3,16,19,55,45,0.0,0.0,0.0,1.26,7.0,10.25,1.2,1.65,2.6,4.33,2.3,1.54,W
1529154000,Argentina,Iceland,1.0,0.0,0.0,1.0,0.33,1,1,2,2,1,1,19,23,10,2,0,0,0,0,0,0,0,0,18,8,8,3,10,5,10,15,77,23,0.0,0.0,0.0,1.33,5.3,11.0,1.27,1.87,3.2,5.5,2.25,1.56,D
1529164800,Peru,Denmark,1.0,0.0,0.0,1.0,1.5,0,1,1,0,0,0,,59,3,7,1,0,2,0,1,0,0,2,16,9,7,4,9,5,10,18,53,47,0.0,0.0,0.0,3.15,3.2,2.5,1.47,2.4,4.7,12.0,2.05,1.69,L
1529175600,Croatia,Nigeria,1.0,0.0,0.0,2.0,1.0,2,0,2,1,1,0,"32,71",,6,5,2,0,1,0,1,1,0,1,10,10,3,3,7,7,20,16,54,46,0.0,0.0,0.0,1.8,3.75,5.3,1.41,2.25,4.25,7.5,2.1,1.65,W
1529236800,Costa Rica,Serbia,1.0,0.0,0.0,0.33,1.0,0,1,1,0,0,0,,56,5,4,2,0,2,0,1,1,0,2,7,10,4,4,3,6,18,15,52,48,0.0,0.0,0.0,4.75,3.25,2.0,1.56,2.7,5.5,11.0,2.25,1.57,L
1529247600,Germany,Mexico,1.0,0.0,0.0,1.0,1.5,0,1,1,1,0,1,,35,8,1,2,0,2,0,0,2,1,1,18,12,10,5,8,7,10,16,66,34,0.0,0.0,0.0,1.5,4.75,7.25,1.23,1.74,2.85,41.0,1.91,1.8,L
1529258400,Brazil,Switzerland,1.0,0.0,0.0,2.0,1.25,1,1,2,1,1,0,20,50,7,2,1,0,3,0,0,1,1,2,16,7,6,3,10,4,11,19,54,46,0.0,0.0,0.0,1.47,4.65,9.0,1.31,1.95,3.5,7.0,2.1,1.67,D
1529323200,Sweden,South Korea,1.0,0.0,0.0,1.8,1.0,1,0,1,0,0,0,65,,6,5,1,0,2,0,0,1,1,1,10,3,5,0,5,3,20,23,55,45,0.0,0.0,0.0,2.35,3.05,3.75,1.59,2.8,5.75,11.0,2.25,1.57,W
1529334000,Belgium,Panama,1.0,0.0,0.0,2.57,0.0,3,0,3,0,0,0,"47,69,75",,9,3,3,0,5,0,1,2,2,3,14,7,7,3,7,4,17,18,61,39,0.0,0.0,0.0,1.2,6.8,20.25,1.2,1.65,2.6,34.0,2.45,1.48,W
1529344800,Tunisia,England,1.0,0.0,0.0,1.0,1.43,1,2,3,2,1,1,35,"11,90'1",2,7,0,0,1,0,0,0,1,0,5,17,2,9,3,8,14,8,39,61,0.0,0.0,0.0,8.75,4.35,1.48,1.36,2.1,3.9,8.0,2.35,1.51,L
1529409600,Colombia,Japan,1.0,0.0,0.0,1.75,1.0,1,2,3,2,1,1,39,"6,73",3,6,2,1,1,0,1,2,0,1,5,12,4,7,1,5,15,9,38,62,0.0,0.0,0.0,1.87,3.35,5.25,1.47,2.4,4.7,9.0,2.2,1.59,L
1529420400,Poland,Senegal,1.0,0.0,0.0,1.0,1.33,1,2,3,1,0,1,86,"37,60",3,3,1,0,2,0,1,0,0,2,11,7,5,3,6,4,8,15,61,39,0.0,0.0,0.0,2.4,3.1,3.5,1.5,2.5,5.0,21.0,2.1,1.65,L
1529431200,Russia,Egypt,2.0,3.0,0.0,1.6,0.0,3,1,4,0,0,0,"47,59,62",73,7,4,1,0,1,0,0,1,0,1,10,10,4,2,6,8,11,10,49,51,3.0,6.0,3.0,2.05,3.2,4.1,1.49,2.5,4.9,9.0,2.1,1.65,W
1529496000,Portugal,Morocco,2.0,1.0,0.0,1.25,0.33,1,0,1,1,1,0,4,,5,7,1,0,1,0,0,1,1,0,7,14,3,5,4,9,19,23,45,55,3.5,9.0,2.0,1.67,3.8,6.5,1.36,2.1,3.85,7.0,2.05,1.67,W
1529506800,Uruguay,Saudi Arabia,2.0,3.0,0.0,2.4,1.0,1,0,1,1,1,0,23,,3,4,0,0,0,0,0,0,0,0,10,7,4,3,6,4,10,13,47,53,3.0,7.0,1.0,1.23,6.2,18.5,1.22,1.71,2.8,9.5,2.35,1.51,W
1529517600,Iran,Spain,2.0,3.0,1.0,1.33,1.5,0,1,1,0,0,0,,54,2,6,2,0,0,0,0,2,0,0,8,11,0,6,8,5,14,14,22,78,3.5,7.0,4.0,15.5,5.95,1.25,1.27,1.83,3.15,5.5,2.45,1.48,L
1529582400,Denmark,Australia,2.0,3.0,0.0,1.5,0.33,1,1,2,2,1,1,7,38,3,5,2,0,0,0,1,1,0,0,11,9,6,5,5,4,7,5,47,53,2.0,8.0,5.0,2.05,3.3,4.2,1.48,2.45,4.8,10.0,2.15,1.62,D
1529593200,France,Peru,2.0,3.0,0.0,2.71,1.0,1,0,1,1,1,0,34,,5,3,2,0,2,0,1,1,1,1,11,9,5,3,6,6,11,15,43,57,2.0,8.0,2.0,1.59,3.9,7.0,1.39,2.2,4.15,10.0,2.2,1.59,W
1529604000,Argentina,Croatia,2.0,1.0,3.0,1.0,2.0,0,3,3,0,0,0,,"53,80,90'1",5,2,3,0,4,0,0,3,1,3,7,12,4,6,3,6,16,22,57,43,2.0,16.0,2.0,2.15,3.25,3.9,1.41,2.25,4.25,8.0,2.0,1.71,L
1529668800,Brazil,Costa Rica,2.0,1.0,0.0,2.0,0.33,2,0,2,0,0,0,"90'1,90'7",,9,1,2,0,1,0,0,2,0,1,21,4,11,0,10,4,11,11,71,29,1.5,12.0,3.0,1.2,6.1,19.75,1.27,1.87,3.2,6.0,2.7,1.41,W
1529679600,Nigeria,Iceland,2.0,0.0,1.0,1.0,0.33,2,0,2,0,0,0,"49,75",,6,5,1,0,0,0,1,0,0,0,11,9,5,4,6,5,9,10,61,39,2.0,7.0,1.0,3.0,3.1,2.8,1.53,2.6,5.2,29.0,2.05,1.67,W
1529690400,Serbia,Switzerland,2.0,3.0,1.0,1.0,1.25,1,2,3,1,1,0,5,"52,90",3,7,4,0,1,0,3,1,0,1,12,13,4,6,8,7,17,13,37,63,1.5,6.0,5.0,2.7,2.95,2.85,1.53,2.6,5.2,10.0,2.15,1.62,L
1529755200,Belgium,Tunisia,2.0,3.0,0.0,2.57,1.0,5,2,7,4,3,1,"6,16,45'3,51,90","18,90'3",5,2,0,0,1,0,0,0,1,0,21,14,13,6,8,8,12,13,49,51,3.0,11.0,3.0,1.34,5.05,12.5,1.29,1.91,3.25,6.0,2.15,1.61,W
1529766000,South Korea,Mexico,2.0,0.0,3.0,1.0,1.5,1,2,3,1,0,1,90'3,"26,66",7,5,4,0,0,0,0,4,0,0,9,13,7,6,2,7,24,7,41,59,1.0,6.0,4.0,5.75,3.55,1.77,1.45,2.4,4.65,7.0,2.2,1.59,L
1529776800,Germany,Sweden,2.0,0.0,3.0,1.0,1.8,2,1,3,1,0,1,"48,90'5",32,8,3,1,1,2,0,0,2,0,2,12,7,7,6,5,1,12,13,75,25,1.0,14.0,3.0,1.56,4.45,6.9,1.19,1.65,2.55,4.5,1.71,2.0,W
1529841600,England,Panama,2.0,3.0,0.0,1.43,0.0,6,1,7,5,5,0,"8,22,36,40,45'1,62",78,3,2,1,0,3,0,1,0,2,1,10,8,8,3,2,5,13,13,59,41,3.0,10.0,6.0,1.24,6.8,14.75,1.24,1.77,2.95,5.5,2.45,1.48,W
1529852400,Japan,Senegal,2.0,3.0,3.0,1.0,1.33,2,2,4,2,1,1,"34,78","11,71",2,5,2,0,3,0,0,2,0,3,6,13,4,8,2,5,8,15,56,44,3.0,9.0,3.0,3.35,3.2,2.45,1.43,2.3,4.4,9.0,1.95,1.74,D
1529863200,Poland,Colombia,2.0,0.0,0.0,1.0,1.75,0,3,3,1,0,1,,"40,70,75",7,5,2,0,0,0,0,2,0,0,5,10,3,5,2,5,15,10,45,55,3.0,6.0,5.0,3.3,3.3,2.4,1.43,2.3,4.4,7.5,1.95,1.77,L
1529935200,Uruguay,Russia,3.0,3.0,3.0,2.4,1.6,3,0,3,2,2,0,"10,23,90",,4,2,1,0,2,1,0,1,3,0,13,3,7,2,6,1,17,18,57,43,2.75,10.5,1.0,2.8,3.05,2.9,1.43,2.35,4.1,12.0,2.0,1.71,W
1529935200,Saudi Arabia,Egypt,3.0,0.0,0.0,1.0,0.0,2,1,3,2,1,1,"45'6,90'5",22,7,2,0,0,2,0,0,0,1,1,19,7,9,2,10,5,7,16,64,36,2.75,5.0,2.0,4.85,3.55,1.83,1.31,1.95,3.5,9.8,1.87,1.83,W
1529949600,Iran,Portugal,3.0,1.5,2.0,1.33,1.25,1,1,2,1,0,1,90'3,45,1,5,2,0,4,0,0,2,1,3,7,12,3,5,4,7,16,11,26,74,2.25,6.5,3.5,6.4,3.85,1.67,1.43,2.35,4.45,7.0,2.3,1.56,D
1529949600,Spain,Morocco,3.0,2.0,0.0,1.5,0.33,2,2,4,2,1,1,"19,90'1","14,81",7,1,0,0,6,0,0,0,4,2,18,6,6,4,12,2,5,17,74,26,2.25,11.5,1.5,1.36,5.1,10.75,1.23,1.71,2.8,4.5,2.0,1.71,D
1530021600,Denmark,France,3.0,2.0,3.0,1.5,2.71,0,0,0,0,0,0,,,4,2,1,0,0,0,1,0,0,0,4,11,3,4,1,7,10,10,32,68,1.75,10.0,3.5,5.2,2.75,2.1,1.49,2.5,4.9,9.0,2.1,1.67,D
1530021600,Australia,Peru,3.0,0.5,0.0,0.33,1.0,0,2,2,1,0,1,,"18,50",8,3,4,0,2,0,1,3,1,1,10,5,3,4,7,1,14,12,57,43,1.75,6.0,3.0,3.35,3.55,2.25,1.3,1.95,3.35,6.5,1.77,1.95,L
1530036000,Nigeria,Argentina,3.0,1.5,0.5,1.0,1.0,1,2,3,1,0,1,51,"14,86",3,5,2,0,3,0,1,1,0,3,9,7,4,5,5,2,20,15,33,67,2.25,13.0,2.5,6.2,4.7,1.54,1.2,1.67,2.65,4.33,1.77,1.95,L
1530036000,Iceland,Croatia,3.0,0.5,3.0,0.33,2.0,1,2,3,0,0,0,76,"53,90",10,5,3,0,2,0,0,3,1,1,15,11,7,3,8,8,10,11,38,62,2.25,7.5,3.0,3.4,3.35,2.2,1.38,2.15,4.05,7.5,1.91,1.77,L
1530108000,South Korea,Germany,3.0,0.0,1.5,1.0,1.0,2,0,2,0,0,0,"90'2,90'6",,3,9,4,0,0,0,2,2,0,0,11,20,6,7,5,13,16,7,26,74,2.0,14.0,5.0,15.0,7.25,1.16,1.12,1.41,2.0,3.5,1.91,1.8,W
1530108000,Mexico,Sweden,3.0,3.0,1.5,1.5,1.8,0,3,3,0,0,0,,"50,62,74",7,3,3,0,2,0,1,2,1,1,12,15,4,6,8,9,14,11,66,34,2.0,7.5,2.5,2.3,3.4,3.4,1.35,2.1,3.8,7.0,1.87,1.83,L
1530122400,Serbia,Brazil,3.0,1.5,2.0,1.0,2.0,0,2,2,1,0,1,,"36,68",5,9,3,0,0,0,1,2,0,0,8,10,3,7,5,3,13,7,42,58,2.0,11.5,4.5,6.0,4.2,1.62,1.21,1.67,2.7,4.5,1.69,2.05,L
1530122400,Switzerland,Costa Rica,3.0,2.0,0.0,1.25,0.33,2,2,4,1,1,0,"31,88","56,90'3",6,5,3,0,3,0,1,2,2,1,10,13,4,7,6,6,9,14,62,38,2.0,7.5,3.5,1.59,3.6,6.5,1.35,2.05,3.75,7.0,2.1,1.65,D
1530194400,Japan,Poland,3.0,2.0,0.0,1.0,1.0,0,1,1,0,0,0,,59,5,7,1,0,0,0,0,1,0,0,8,8,4,3,4,5,11,8,54,46,3.25,9.0,3.0,2.9,3.1,2.8,1.37,2.15,3.95,7.5,1.83,1.87,L
1530194400,Senegal,Colombia,3.0,2.0,1.5,1.33,1.75,0,1,1,0,0,0,,74,1,3,1,0,1,0,0,1,1,0,8,4,4,3,4,1,15,15,40,60,3.25,8.0,4.5,4.5,3.7,1.91,1.33,2.0,3.6,7.0,1.87,1.83,L
1530208800,England,Belgium,3.0,3.0,3.0,1.43,2.57,0,1,1,0,0,0,,51,7,2,0,0,2,0,0,0,2,0,9,8,3,5,6,3,11,14,46,54,5.0,12.0,2.5,2.7,2.9,3.1,1.45,2.4,4.65,10.0,1.95,1.77,L
1530208800,Panama,Tunisia,3.0,0.0,0.0,0.0,1.0,1,2,3,1,1,0,33,"51,66",0,6,3,0,3,0,0,3,1,2,9,12,5,7,4,5,18,19,30,70,5.0,4.5,4.5,4.95,3.7,1.83,1.25,1.8,3.0,6.5,1.69,2.05,L
1530367200,France,Argentina,,2.33,1.33,2.71,1.0,4,3,7,2,1,1,"13,57,64,68","41,48,90'3",0,4,3,0,5,0,0,3,3,2,9,6,5,5,4,1,21,15,39,61,2.0,10.67,3.0,2.4,3.0,3.4,1.53,2.65,5.3,9.5,2.05,1.67,W
1530381600,Uruguay,Portugal,,3.0,1.67,2.4,1.25,2,1,3,1,1,0,"7,62",55,2,10,0,0,1,0,0,0,0,1,6,14,4,6,2,8,13,13,32,68,2.34,8.67,2.33,3.0,2.8,2.9,1.65,3.0,6.3,15.0,2.35,1.51,W
1530453600,Spain,Russia,,1.67,2.0,1.5,1.6,1,1,2,2,1,1,11,41,6,5,1,0,2,0,1,0,0,2,17,6,10,2,7,4,5,19,78,22,3.84,11.0,2.0,1.56,4.1,6.4,1.28,1.87,3.2,6.0,1.91,1.8,D
